#CODE	ENGLISH
b_abaza	Abaza
b_tashtyp	Tashtyp
b_terkhiin_tsagaan	Terkhiin Tsagaan
b_ogii	Ögii
b_tsetserleg	Tsetserleg
b_uliastai	Uliastai
b_orgil	Orgil
b_erdenet	Erdenet
b_luut	Luut
b_noin_ula	Noin Ula
b_zuunmod	Zuunmod
b_khamag	Khamag
b_lun	Lün
b_bayan	Bayan
b_darkhan	Darkhan
b_bargujin	Bargujin
b_merkit	Merkit
b_kyakhta	Kyakhta
b_uda	Uda
b_galuuta	Galuuta
b_barkul	Barkul
b_khoid	Khoid
b_erdene	Erdene
b_gurvantes	Gurvantes
b_khereid	Khereid
b_zubu	Zübü
b_nuuruudyn_hondij	Nuuruudyn Hondij
b_arguut	Arguut
b_khuld	Khuld
b_naiman	Naiman
b_khovd	Khovd
b_khar	Khar
b_mankhan	Mankhan
b_darvi	Darvi
b_khaliun	Khaliun
HAS_LESS_SETTLEMENTS	Less than §Y$VAL$§! holdings.
HAS_LEAST_SETTLEMENTS	At least §Y$VAL$§! holdings.
CAPTAIN_female	 
messalian_FEATURES	§Y*§! Women may hold all councillor positions\n§Y*§! Women may lead armies
CONFIRM_BUILD_EXTRA_PRESTIGE_OR_PIETY_HOLDING_DESC	Are you sure you want to build a $TYPE$?\nIt will cost you §Y$COST$§! and will be finished on §Y$FINISHED$§!
EVTDESC_HL_10501B	[eloper.GetFirstName] has eloped with the notorious mercenary [From.GetFirstName].
#recently_burnt_the_land_not_owner	Recently Burned the Land
PRESTIGE_LAW_PASSED_LOG	§Y$RULER$§! has instituted the §Y$LAW$§! Law in §Y$TITLE$§!.
EVTTITLE_HL_1031	[From.GetSonDaughter] of the Wolf?
EVTNAME62923	The [From.PrimaryTitle.GetTier] of Castille
EVTNAME62925	The [From.PrimaryTitle.GetTier] of Portugal
EVTNAME62927	The [From.PrimaryTitle.GetTier] of Aragon
CONTAINS_UNAVAILABLE_DECISION_UNLOCKS	Unlocks decisions not available for your character.
LAND_OF_CLAN	§YNomadic Counties held by Clan $CLAN$§!
