#CODE	ENGLISH	ENGLISH
LEDGER_COURTIER	Courtier	Courtier
LEDGER_PRISONER	Prisoner	Prisoner
LEDGER_HEADER_REALM_LEVIES	Your Realm Levies	Your Realm Levies
LEDGER_TOTAL	Total	Total
LEDGER_SETTLEMENT_BUILDING	Currently Building	Currently Building
ENDGAME_TEXT_ENDGAME	The Renaissance sweeps across Europe and the Feudal era draws to a close. 	The Renaissance sweeps across Europe and the Feudal era draws to a close. 
ENDGAME_TEXT_LANDLESS	After playing $NUMCHARS$ characters, you have lost your last County. $ENDCHAR$ disappears into obscurity... 	After playing $NUMCHARS$ characters, you have lost your last County. $ENDCHAR$ disappears into obscurity... 
COMBATEND_PIETY_LOST	§Y[Player.Religion.GetPietyName] Lost in Battle§!	§Y[Player.Religion.GetPietyName] Lost in Battle§!
COMBATEND_WEALTH_STOLEN_LOST	§YGold Lost in Siege§!	§YGold Lost in Siege§!
COMBATEND_PRESTIGE_LOST	§YPrestige Lost in Battle§!	§YPrestige Lost in Battle§!
COMBATEND_PIETY_SIEGE_LOST	§Y[Player.Religion.GetPietyName] Lost in Siege§!	§Y[Player.Religion.GetPietyName] Lost in Siege§!
COMBATEND_PIETY_SIEGE	§Y[Player.Religion.GetPietyName] Gained in Siege§!	§Y[Player.Religion.GetPietyName] Gained in Siege§!
ASSAULT_DESC	Attempt to assault holding	Attempt to assault holding
ASSAULT_ALREADY_ASSAULTING	Already assaulting holding	Already assaulting holding
ASSAULT_NOT_LEADING_SIEGE	We cannot order an assault since we are not the leader of the siege	We cannot order an assault since we are not the leader of the siege
ASSAULT_ENOUGH_DAYS	We can order an assault on the holding, but we might take serious losses if we attempt to do so	We can order an assault on the holding, but we might take serious losses if we attempt to do so
ASSAULT_DAYSREQ	Time required before attempting assault: §Y$DAYS$§! day(s)	Time required before attempting assault: §Y$DAYS$§! day(s)
ASSAULT_FORTLEVEL_DAYS	Base days depending on fort level: §Y$DAYS$§!	Base days depending on fort level: §Y$DAYS$§!
ASSAULT_RELATIVE_SIZE	Time reduction based on relative army strength: $PERC$	Time reduction based on relative army strength: $PERC$
ASSAULT_NOT_ENOUGH_DAYS	We need another §Y$DAYS_LEFT$§! days(s) to complete the construction of our siege weapons	We need another §Y$DAYS_LEFT$§! days(s) to complete the construction of our siege weapons
BASE_TROOP_VALUE_GARRISON	Base Garrison size: $VALUE$	Base Garrison size: $VALUE$
MODIFIED_TROOP_VALUE_GARRISON	Final Garrison size: §Y$VALUE$§!	Final Garrison size: §Y$VALUE$§!
occupied	Recently Conquered	Recently conquered
occupied_different_religion	Recently conquered (different religion)	Recently conquered (different religion)
occupied_different_religiongroup	Recently conquered (different religious group)	Recently conquered (different religious group)
occupied_different_culture	Recently conquered (different culture)	Recently conquered (different culture)
occupied_different_culturegroup	Recently conquered (different culture group)	Recently conquered (different culture group)
UNITVIEW_RAISABLE_DESC	Raised / Unraised / Max Total	Raised / Unraised / Max Total
tut_menu_9	Introduction	Introduction
tut_menu_9_description	This tutorial will introduce you to the most basic parts of what Crusader Kings II is and how you play it.	This tutorial will introduce you to the most basic parts of what Crusader Kings II is and how you play it.
tut_menu_0	The Feudal System	The Feudal System
tut_menu_0_description	Learn about the hierarchy of titles	Learn about the hierarchy of titles
tut_1b_2	As you can see in the upper right, you have a limit for how many Holdings you can control directly. If you cross this limit, you will get negative effects in the form of tax penalties and your vassals disliking you	As you can see in the upper right, you have a limit for how many Holdings you can control directly. If you cross this limit, you will get negative effects in the form of tax penalties and your vassals disliking you
tut_1b_3	To prevent this from happening, make sure you keep under your Demesne limit by handing out landed titles to your vassals. Now, click a County.	To prevent this from happening, make sure you keep under your Demesne limit by handing out landed titles to your vassals. Now, click a County.
tut_1b_4	Holdings	Holdings
tut_1b_5	A County can have different types of Holdings. Depending on what you build in the County, you will get different amounts of tax money, and different kinds of troops from it.	A County can have different types of Holdings. Depending on what you build in the County, you will get different amounts of tax money, and different kinds of troops from it.
chapter_name_9	Introduction	Introduction
chapter_name_0	Feudal System	Feudal System
CROWN_LAW_DESC	The Crown Laws of the §Y$CROWN_TITLE$§! apply in the §Y$TITLE$§!	The Crown Laws of the §Y$CROWN_TITLE$§! apply in the §Y$TITLE$§!
HIRE_MERC_DESC	Hire §Y$TITLE$§W for §Y$COST$§W gold. (They will arrive in or nearby §Y$CAPITAL$§W.)	Hire §Y$TITLE$§W for §Y$COST$§W gold. (They will arrive in or nearby §Y$CAPITAL$§W.)
#HIRE_ORDER_DESC	Hire §Y$TITLE$§W for §Y$COST$§W piety. (They will arrive in or nearby §Y$CAPITAL$§W.)	Hire §Y$TITLE$§W for §Y$COST$§W piety. (They will arrive in or nearby §Y$CAPITAL$§W.)
SIEGE_LEAD_BY	If the siege is won, the controller of §Y$SETTLEMENT$§! will be the §Y$TITLE$§!	If the siege is won, the controller of §Y$SETTLEMENT$§! will be the §Y$TITLE$§!
REORG_DESC	Reorganize unit	Reorganize unit
REORG_CANCEL_DESC	Close reorganization window	Close reorganization window
DEFENDER_LEVY	Defending levy	Defending levy
DEFENDER_GARRISON	Defending garrison	Defending garrison
HINT_SPLASH_MAP	Crusader Kings II takes place on a fully 3D map. You can zoom in and out using your mouse scroll wheel. Holding down the scroll wheel and moving the mouse lets you pan. You can always reset the map by pressing Backspace.	Crusader Kings II takes place on a fully 3D map. You can zoom in and out using your mouse scroll wheel. Holding down the scroll wheel and moving the mouse lets you pan. You can always reset the map by pressing Backspace.
INTERACTION_REQUIRES_HAS_BETROTHAL	Must be betrothed	Must be betrothed
APPOINT_A_NEW	Appoint a new §Y$JOB$§!	Appoint a new §Y$JOB$§!
INTERACTION_REQUIRES_NOT_BASTARDS	Neither character is a bastard	Neither character is a bastard
INTERACTION_REQUIRES_NOT_LOWBORN	Neither character is lowborn	Neither character is lowborn
INTERACTION_REQUIRES_CHILD_OF_EDU_AGE	§Y$CHILD$§! needs to be at least §Y$AGE$§! years old	§Y$CHILD$§! needs to be at least §Y$AGE$§! years old
INTERACTION_REQUIRES_TP_IS_INDEPENDENT	§Y[ThirdPartyCharacter.GetTitledFirstName]§! is Independent	[ThirdPartyCharacter.GetBestName] is Independent
CONFIRM_DISBAND_DESC6	Only $NUM$ of $TOTAL$ troops will be able to return home.	Only $NUM$ of $TOTAL$ troops will be able to return home.
CONFIRM_DISBAND_DESC7	Only $NUM$ of $TOTAL$ ships will be able to return home.	Only $NUM$ of $TOTAL$ ships will be able to return home.
CONFIRM_DISBAND_TITLE_ALL	Do you wish to dismiss these units?	Do you wish to dismiss these units?
CONFIRM_DISBAND_DESC8	$NUM$ units will stand down and return home.	$NUM$ units will stand down and return home.
TERRAIN_DESC	Terrain: §Y$TERRAIN$§!	Terrain: 
TERRAIN_BONUS	If a combat takes place here, the defender will get a defensive bonus	If a combat takes place here, the defender will get a defensive bonus
twin_desc	This character had the fortune of being born with a twin. Twins like each other better.	This character had the fortune of being born with a twin. Twins like each other better.
EVTDESC38054	To [Root.GetTitledFirstName] from [From.GetTitledFirstName]. Due to your crimes against the True Faith, we can no longer serve you. You should repent and seek guidance from [From.Religion.GetRandomGodName].	To [Root.GetTitledFirstName] from [From.GetTitledFirstName]. Due to your crimes against the True Faith, we can no longer serve you. You should repent and seek guidance from [From.Religion.GetRandomGodName].
EVTOPTA38054	Fools!	Fools!
LOADING_TIP_31	Under Gavelkind Succession Law, you suffer no Prestige penalty for having unlanded sons.	Under Gavelkind Succession Law, you suffer no Prestige penalty for having unlanded sons.
LOADING_TIP_32	Gavelkind Succession Law allows you to have a larger demesne.	Gavelkind Succession Law allows you to have a larger demesne.
LOADING_TIP_33	Employed Holy Orders cost no maintenance when you are defending against heretics or infidels.	Employed Holy Orders cost no maintenance when you are defending against heretics or infidels.
#succ_gavelkind_desc	The titles of the ruler are divided among his children, with the oldest getting the primary title. If the ruler has no children who can inherit, the law defaults to Primogeniture. You get no Prestige penalty for having unlanded sons, and can have a §Y30%§! larger demesne. Gavelkind is a very popular law with everyone except the oldest child.	The titles of the ruler are divided among his children, with the oldest getting the primary title. If the ruler has no children who can inherit, the law defaults to Primogeniture. You get no Prestige penalty for having unlanded sons, and can have a §Y30%§! larger demesne. Gavelkind is a very popular law with everyone except the oldest child.
GAVELKIND_DEMESNE_BONUS	Gavelkind Succession: §G+$BONUS$ §!(§G$PERC$%§!)	Gavelkind Succession: §G+$BONUS$ §!(§G$PERC$%§!)
defenderbonus_forest	Forest	Forest
i_attempted_murder	I attempted murder	I attempted murder
forest	Forest	Forest
flaming_gap	A Flaming Gap	A Flaming Gap
wailing_gap	A Wailing Gap	A Wailing Gap
gates_hell	Gates of Hell	Gates of Hell
exorcism_gateshell	Closed Gates of Hell	Closed Gates of Hell
cattle_gateshell	Sacrificed Cattle to Close Gates of Hell	Sacrificed Cattle to Close Gates of Hell
stones_gateshell	Filled Gates of Hell with Stones	Filled Gates of Hell with Stones
sacrifice_gateshell	Human Sacrifice Closed Gates of Hell	Human Sacrifice Closed Gates of Hell
TITLE_HISTORY_DESC	Show the Holder History for this Title	Show the Holder History for this Title
AIREASON_TOO_FAR_AWAY	Too far away	Too far away
AIREASON_FIGHTING_OUR_HOLY_WAR	§Y[GetTitledFirstName]§! is fighting in the ongoing [Religion.GetCrusadeName]!	§Y[GetTitledFirstName]§! is fighting in the ongoing [Religion.GetCrusadeName]!
AIREASON_NO_RELIGIOUS_HEAD	Religious Head	Religious head
AIREASON_HIGHER_TIER	Higher Tier	Higher tier
#AIREASON_RELUCTANT_TO_MURDER	Reluctant to Murder	Reluctant to Murder
INTERACTION_REQUIRES_NOT_AT_WAR_OR_VASSAL	Cannot grant titles to non-vassals when at war	Cannot grant titles to non-vassals when at war
INTERACTION_REQUIRES_NO_WARS_ACTOR	§Y[Actor.GetTitledFirstName]§! must be at peace	[Actor.GetBestName] must be at peace
INTERACTION_REQUIRES_NOT_CLOSE_RELATIVES	Cannot marry close relatives	Cannot marry close relatives
UNIT_UNLOAD_DESC	Click to select troops onboard ships	Click to select troops onboard ships
EVTNAME10100	The Day the Earth Shook	The Day the Earth Shook
EVTDESC10100	The earth shook, the people screamed and buildings cracked. A cloud of foul-smelling air swept over the village, making torches and fires burn bright green for several hours. It took a couple of days repairing the cracked buildings and salvaging items from the few older houses that had collapsed, luckily everyone escaped unharmed. I slowly walked through the city, examining the buildings and noting what remained to be repaired when an excited peasant approached me. Without bothering with formalities, he told me about a giant crack in the ground just outside his farm. He wanted me to come and inspect it, and perhaps determine what to do about it.	The earth shook, the people screamed and buildings cracked. A cloud of foul-smelling air swept over the village, making torches and fires burn bright green for several hours. It took a couple of days repairing the cracked buildings and salvaging items from the few older houses that had collapsed, luckily everyone escaped unharmed. I slowly walked through the city, examining the buildings and noting what remained to be repaired when an excited peasant approached me. Without bothering with formalities, he told me about a giant crack in the ground just outside his farm. He wanted me to come and inspect it, and perhaps determine what to do about it.
EVTOPTA10100	Why do you bother me?	Why do you bother me?
EVTOPTB10100	Of course! Show the way, peasant!	Of course! Show the way, peasant!
EVTTOOLTIP10101	The Gate of Hell	The Gate of Hell
EVTNAME10101	Gate of Hell	Gate of Hell
EVTDESC10101	The foul smell that had swept over the city the day the earth shook slowly crept up on us and I retched involuntarily. The wound that had burst open in the farmer's field spewed fire and brimstones and we stopped, aghast at the sight. The flames and fiery stones threatened the bare ground around the gap, the farmer was lucky his fields lay fallow.	The foul smell that had swept over the city the day the earth shook slowly crept up on us and I retched involuntarily. The wound that had burst open in the farmer's field spewed fire and brimstones and we stopped, aghast at the sight. The flames and fiery stones threatened the bare ground around the gap, the farmer was lucky his fields lay fallow.
EVTOPTA10101	It's just a hole in the ground	It's just a hole in the ground
EVTOPTB10101	I must take a closer look at this	I must take a closer look at this
EVTTOOLTIP10102	The Gate and its Tortured Souls	The Gate and its Tortured Souls
EVTNAME10102	The Tormented Souls of Hell	The Tormented Souls of Hell
EVTDESC10102	Wailings, screams and cries for help seemed to emit from the burning gap. The farmer grew pale and refused to take one step further. I walked as close to the hell hole as I dared and tried to peek down. Apart from the occasional fiery stone and eyebrow-licking flame, I could see nothing. The wailings and screams seemed to increase until it felt as if my head would explode. I stumbled backward, felt the ground shifting beneath my feet and would have fallen into the pit if the farmer hadn't grabbed my arm and pulled me away from it.	Wailings, screams and cries for help seemed to emit from the burning gap. The farmer grew pale and refused to take one step further. I walked as close to the hell hole as I dared and tried to peek down. Apart from the occasional fiery stone and eyebrow-licking flame, I could see nothing. The wailings and screams seemed to increase until it felt as if my head would explode. I stumbled backward, felt the ground shifting beneath my feet and would have fallen into the pit if the farmer hadn't grabbed my arm and pulled me away from it.
EVTOPTA10102	It's just a hole, right?	It's just a hole, right?
EVTOPTB10102	I need this gap closed. Now!	I need this gap closed. Now!
EVTTOOLTIP10103	There is a way to close the Gap, but how?	There is a way to close the Gap, but how?
EVTNAME10103	Close the Gate to Hell	Close the Gate to Hell
EVTDESC10103	I gave the wisest men and women of my court three days to come up with a solution on how to close this gap that seemed to open the whole way to hell. Within three days, they all had thought up different solutions to the problem.	I gave the wisest men and women of my court three days to come up with a solution on how to close this gap that seemed to open the whole way to hell. Within three days, they all had thought up different solutions to the problem.
EVTOPTA10103	Exorcism!	Exorcism!
EVTTOOLTIP10104	The priest will perform an exorcism	The priest will perform an exorcism
EVTOPTB10103	Feed it cattle	Feed it cattle
EVTTOOLTIP10105	The demon inhabiting the gap should be satisfied	The demon inhabiting the gap should be satisfied
EVTOPTC10103	Try filling it with stones	Try filling it with stones
EVTTOOLTIP10106	The hole cannot be abyssal	The hole cannot be abyssal
EVTOPTD10103	Sacrifice the most precious thing in the world	Sacrifice the most precious thing in the world
EVTTOOLTIP10107	A sacrifice to close the gap	A sacrifice to close the gap
EVTDESC10104	The priest walked several times around the gap, sprinkling holy water and chanting the words 'Vade retro satana! Vade retro satana!', avoiding the fiery stones and flames spewing from the gap as best he could. At the end of the third turn, he knelt and began praying, the only words to be heard 'Vade retro satana!'...	The priest walked several times around the gap, sprinkling holy water and chanting the words 'Vade retro satana! Vade retro satana!', avoiding the fiery stones and flames spewing from the gap as best he could. At the end of the third turn, he knelt and began praying, the only words to be heard 'Vade retro satana!'...
EVTOPTA10104	I think this will work!	I think this will work!
EVTOPTB10104	This won't work. Try something else	This won't work. Try something else
EVTNAME10105	Feed it Cattle	Feed it Cattle
EVTDESC10105	The cows balked in front of the gap and refused to take any step further. They had to be pushed into the gap and their miserable mooing mixed with the wailings of the tortured souls trapped in the pit until they hit the bottom.	The cows balked in front of the gap and refused to take any step further. They had to be pushed into the gap and their miserable mooing mixed with the wailings of the tortured souls trapped in the pit until they hit the bottom.
EVTOPTA10105	I really hope this works	I really hope this works
EVTOPTB10105	I don't believe in this idea	I don't believe in this idea
EVTNAME10106	Rollin' Stones	Rollin' Stones
EVTDESC10106	Cartload after cartload of rocks and gravel were shoveled into the gap while the workers desperately tried to stay clear of the flames and fiery stones that seemed to increase in number. The screams of pain from the bottom of the pit affected the workers and some refused to keep shoveling in the gravel. I had to promise them no one was trapped down there but did not want anyone to descend into whatever madness the pit was.	Cartload after cartload of rocks and gravel were shoveled into the gap while the workers desperately tried to stay clear of the flames and fiery stones that seemed to increase in number. The screams of pain from the bottom of the pit affected the workers and some refused to keep shoveling in the gravel. I had to promise them no one was trapped down there but did not want anyone to descend into whatever madness the pit was.
EVTOPTA10106	Keep shoveling!	Keep shoveling!
EVTOPTB10106	This is an impossible task	This is an impossible task
EVTNAME10107	Sacrifice My Child	Sacrifice My Child
EVTDESC10107	One of the wise women told me she had a vision during the three days they were supposed to meditate on how to close the gap. She said the peril would be overcome only when I threw into the chasm what I held to be most dear, and I immediately thought of my eldest son. With a heavy heart I agreed to meet the wise woman at the pit together with my oldest son.	One of the wise women told me she had a vision during the three days they were supposed to meditate on how to close the gap. She said the peril would be overcome only when I threw into the chasm what I held to be most dear, and I immediately thought of my eldest son. With a heavy heart I agreed to meet the wise woman at the pit together with my oldest son.
EVTOPTA10107	I hope I won't regret this	I hope I won't regret this
EVTOPTB10107	There must be some other way!	There must be some other way!
EVTNAME10108	It worked!	It worked!
EVTDESC10108	The gap finally closed! No more fiery stones and flames, no more wailing voices from the underground!	The gap finally closed! No more fiery stones and flames, no more wailing voices from the underground!
EVTOPTA10108	The priest did a fine job exorcising the Gate back to Hell!	The priest did a fine job exorcising the Gate back to Hell!
EVTOPTB10108	The Gates of Hell closed after we fed it cattle!	The Gates of Hell closed after we fed it cattle!
EVTOPTC10108	The Gates of Hell was filled in with stones!	The Gates of Hell was filled in with stones!
EVTOPTD10108	It took a human sacrifice but now the Gates of Hell is closed!	It took a human sacrifice but now the Gates of Hell is closed!
EVTNAME10109	It didn't work!	It didn't work!
EVTDESC10109	Despite everything, the gap stubbornly refused to close and spewed even more fiery stones and wailing voices.	Despite everything, the gap stubbornly refused to close and spewed even more fiery stones and wailing voices.
EVTOPTA10109	For Heaven's sake... what will I do now?	For Heaven's sake... what will I do now?
EVTTOOLTIP10108	It might work	It might work
EVTTOOLTIP10109	It might not work	It might not work
EVTTOOLTIP30031	Try to talk to [prisoner_host.GetTitledFirstName]	Try to talk to [Root.Host.GetTitledFirstName]
EVTTOOLTIP30032	Send a letter to [outside_spouse.GetFirstName]	Send a letter to [Root.Spouse.GetFirstName]
