#CODE	ENGLISH	ENGLISH
heavy_infantry_leader	Heavy Infantry Leader	This character has proven to be a capable commander when leading light infantry into battle.
heavy_infantry_leader_desc	This character is skilled at leading heavily armored infantry into battle.	Heavy Infantry Leader
cavalry_leader	Cavalry Leader	This character is skilled at leading heavily armored infantry into battle.
cavalry_leader_desc	This character excels at leading men to war on horseback.	Cavalry Leader
inspiring_leader	Inspiring Leader	This character excels at leading men to war on horseback.
inspiring_leader_desc	This character has a way of reaching directly into the hearts and minds of the soldiers on the battlefield, and not just with a sword.	Inspiring Leader
trickster	Trickster	This character has a way of reaching directly into the hearts and minds of the soldiers on the battlefield, and not just with a sword.
trickster_desc	This character is known to be an unpredictable element on the battlefield. The enemy won't see it coming, and neither will you!	Trickster
organizer	Organizer	This character is skilled at misdirection, and will often feint an attack from one direction only to suddenly charge from another.
organizer_desc	This character is a skillful organizer in matters of logistics and in overcoming the challenges of moving a large body of men from one point to another.	Organizer
defensive_leader	Defender	This character is a skillful organizer in matters of logistics and in overcoming the challenges of moving a large body of men from one point to another.
defensive_leader_desc	This character has a reputation as a stalwart defender, standing like a stone wall alongside the men no matter what force hurls itself against them.	Defender
#experimenter	Unpredictable Leader	This character has a reputation as a stalwart defender, standing like a stone wall alongside the men no matter what force hurls itself against them.
#experimenter_desc	This character is known to be an unpredictable element on the battlefield. The enemy won't see it coming, and neither will you!	Unpredictable Leader
flanker	Flanker	This character is known to be an unpredictable element on the battlefield. The enemy won't see it coming, and neither will you!
flanker_desc	This character fights best when positioned on the flank of an army, striking deeply at the chinks in the enemy's armor.	Flanker
aggressive_leader	Aggressive Leader	This character fights best when positioned on the flank of an army, striking deeply at the chinks in the enemy's armor.
aggressive_leader_desc	This character does not shy away from battle, and will show no mercy to opponents who attempt to quit the field.	Aggressive Leader
EVTDESC6071	The cough disappeared, thank [Root.Religion.GetRandomGodName]! I still feel a bit weak but the coughing, the chest pain and the shortness of breath are gone.	This character does not shy away from battle, and will show no mercy to opponents who attempt to quit the field.
EVTOPTD76041	Your father sinned when he fathered you	The cough disappeared, thank [Root.Religion.GetRandomGodName]! I still feel a bit weak but the coughing, the chest pain and the shortness of breath are gone.
EVTOPTB61146	[Root.Religion.GetRandomGodNameCap] help us when that [Root.Liege.GetLadLass] sits on the throne...	Your father sinned when he fathered you
EVTOPTB61226	By [Root.Religion.GetRandomGodName], ye shan't leave this field alive.	[Root.Religion.GetRandomGodNameCap] help us when that [Root.Liege.GetLadLass] sits on the throne...
EVTOPTB61223	By [Root.Religion.GetRandomGodName], what have I gotten myself into? I will have no part in this madness.	By [Root.Religion.GetRandomGodName], ye shan't leave this field alive.
EVTDESC7509	I assume this is yet another poor attempt at humor, my liege. I shan't surrender that which is rightfully mine, no matter who demands it, by [Root.Religion.GetRandomGodName]!\n\nSigned,\n[From.GetTitledName]	By [Root.Religion.GetRandomGodName], what have I gotten myself into? I will have no part in this madness.
EVTOPTB3636	A forkful of animal excrement!	I assume this is yet another poor attempt at humor, my liege. I shan't surrender that which is rightfully mine, no matter who demands it, by [Root.Religion.GetRandomGodName]!\n\nSigned,\n[From.GetTitledName]
EVTTOOLTIP3638	[Root.GetTitledFirstName] has choosen the weapon for the duel: a forkful of animal excrement	A forkful of animal excrement!
EVTDESC3638	I could not believe my ears when [From.GetTitledFirstName]'s second told me what kind of weapon we would use in the duel: a forkful of animal excrement!	[Root.GetTitledFirstName] has choosen the weapon for the duel: a forkful of animal excrement
EVTOPTB3638	I will not touch animal excrement!	I could not believe my ears when [From.GetTitledFirstName]'s second told me what kind of weapon we would use in the duel: a forkful of animal excrement!
EVTDESC3639	It came as no suprise to me when [From.GetTitledFirstName]'s second told me to bring my sword to the duel, I was just glad I didn't have to fight with a sledgehammer, or, [Root.Religion.GetName] forbide, something disgusting as animal excrement!	I will not touch animal excrement!
EVTNAME60100	The Mongols sack Kiev!	It came as no suprise to me when [From.GetTitledFirstName]'s second told me to bring my sword to the duel, I was just glad I didn't have to fight with a sledgehammer, or, [Root.Religion.GetName] forbide, something disgusting as animal excrement!
EVTDESC60100	The Mongol scourge has poured through the Golden Gates of Kiev and sacked the once proud trading hub. The city has been left a smoldering ruin and the Dnieper now runs red with the blood of its former inhabitants.	The Mongols sack Kiev!
EVTOPTA60100	Perhaps the stories were true...	The Mongol scourge has poured through the Golden Gates of Kiev and sacked the once proud trading hub. The city has been left a smoldering ruin and the Dnieper now runs red with the blood of its former inhabitants.
EVTNAME60101	The Mongols sack Novgorod!	Perhaps the stories were true...
EVTDESC60101	Novgorod has been stormed by the Tartar horde and both the city and its population are now suffering beyond measure. The Cathedral of Saint Sophia is engulfed in flames as the steppe warriors loot that which can be carried away and put the rest to the torch.	The Mongols sack Novgorod!
EVTOPTA60101	Perhaps their bloodlust has been sated now.	Novgorod has been stormed by the Tartar horde and both the city and its population are now suffering beyond measure. The Cathedral of Saint Sophia is engulfed in flames as the steppe warriors loot that which can be carried away and put the rest to the torch.
EVTNAME60102	The Mongols sack Krakow!	Perhaps their bloodlust has been sated now.
EVTDESC60102	The Mongols continue their push beyond the Vistula and into Poland. Krakow has now fallen to the invaders, and it is said that at night the flames from the burning city can be seen from untold leagues away.	The Mongols sack Krakow!
EVTOPTA60102	They must be stopped!	The Mongols continue their push beyond the Vistula and into Poland. Krakow has now fallen to the invaders, and it is said that at night the flames from the burning city can be seen from untold leagues away.
EVTNAME60103	The Mongols sack Aachen!	They must be stopped!
EVTDESC60103	Even Aachen, the former seat of Charlemagne's great Carolingian empire, has fallen under the shadow of the Mongol scourge. His spirit must surely be weeping at the atrocities now being committed within the city's walls.	The Mongols sack Aachen!
EVTOPTA60103	Barbarians!	Even Aachen, the former seat of Charlemagne's great Carolingian empire, has fallen under the shadow of the Mongol scourge. His spirit must surely be weeping at the atrocities now being committed within the city's walls.
EVTNAME60104	The Mongols sack Paris!	Barbarians!
EVTDESC60104	Like a swarm of locusts, the unstoppable Mongols have descended upon Paris and sacked the city. The still unfinished Notre Dame Cathedral is quickly set on fire and with the light provided by the rest of the burning city, the Mongol warriors can continue looting and murdering well into the night.	The Mongols sack Paris!
EVTOPTA60104	There seems to be no reprieve from these accursed Tartars.	Like a swarm of locusts, the unstoppable Mongols have descended upon Paris and sacked the city. The still unfinished Notre Dame Cathedral is quickly set on fire and with the light provided by the rest of the burning city, the Mongol warriors can continue looting and murdering well into the night.
EVTNAME60105	The Mongols sack London!	There seems to be no reprieve from these accursed Tartars.
EVTDESC60105	Not even the sea has proved a formidable enough barrier to halt the Mongol advance. London has fallen to their vanguard and the city is now the scene of a slaughter on a scale unrivaled since the days of Queen Boudica and her rebellion. 	The Mongols sack London!
EVTOPTA60105	God save us all.	Not even the sea has proved a formidable enough barrier to halt the Mongol advance. London has fallen to their vanguard and the city is now the scene of a slaughter on a scale unrivaled since the days of Queen Boudica and her rebellion. 
EVTNAME60106	The Mongols sack Rome!	God save us all.
EVTDESC60106	Once more Rome suffers at the cruel hands of eastern barbarians. The Mongols have breached the Aurelian Walls, and their horses are now grazing on the field of the Circus Maximus while they raise their yurts on the Palatine Hill. As expected, no mercy is shown to those Romans who have not yet fled the city.	The Mongols sack Rome!
EVTOPTA60106	Is this the end of days?	Once more Rome suffers at the cruel hands of eastern barbarians. The Mongols have breached the Aurelian Walls, and their horses are now grazing on the field of the Circus Maximus while they raise their yurts on the Palatine Hill. As expected, no mercy is shown to those Romans who have not yet fled the city.
EVTNAME60107	The Mongols sack Venice!	Is this the end of days?
EVTDESC60107	The canals of Venice have been blocked by the bloated corpses of the dead as the city is sacked by frenzied Mongol warriors. Those few fortunate enough to have escaped the slaughter claim the bodies are packed tightly enough in the Venetian Lagoon for the Mongols to ride to and from the mainland as they please.	The Mongols sack Venice!
EVTOPTA60107	Surely that can't be true!	The canals of Venice have been blocked by the bloated corpses of the dead as the city is sacked by frenzied Mongol warriors. Those few fortunate enough to have escaped the slaughter claim the bodies are packed tightly enough in the Venetian Lagoon for the Mongols to ride to and from the mainland as they please.
EVTNAME60108	The Mongols sack Constantinople!	Surely that can't be true!
EVTDESC60108	The Theodosian Walls have not been enough to spare Constantinople from the vile touch of the Tartar scourge. The great imperial capital has been sacked, its citizens butchered or enslaved, the Hagia Sophia defiled and the Great Palace of the emperors put to the torch.	The Mongols sack Constantinople!
EVTOPTA60108	May God have mercy on their souls.	The Theodosian Walls have not been enough to spare Constantinople from the vile touch of the Tartar scourge. The great imperial capital has been sacked, its citizens butchered or enslaved, the Hagia Sophia defiled and the Great Palace of the emperors put to the torch.
EVTNAME60109	The Mongols sack Lisbon!	May God have mercy on their souls.
EVTDESC60109	The Mongols have now reached as far west as Lisbon in their conquests. While the city burns at their touch, the steppe warriors look out over the great blue expanse of the Atlantic. Who can tell where they will turn next?	The Mongols sack Lisbon!
EVTOPTA60109	Is there no place beyond their reach?	The Mongols have now reached as far west as Lisbon in their conquests. While the city burns at their touch, the steppe warriors look out over the great blue expanse of the Atlantic. Who can tell where they will turn next?
EVTNAME60110	The Mongols sack Smolensk!	Is there no place beyond their reach?
EVTDESC60110	Smolensk has been swallowed up by the Mongol hordes as they continue their relentless advance to the west. When the great host finally moves on, little remains of the city but ashes and charred rubble, and those lucky few inhabitants who somehow escaped the notice of the rampaging horsemen.	The Mongols sack Smolensk!
EVTOPTA60110	Such butchery will not go unpunished.	Smolensk has been swallowed up by the Mongol hordes as they continue their relentless advance to the west. When the great host finally moves on, little remains of the city but ashes and charred rubble, and those lucky few inhabitants who somehow escaped the notice of the rampaging horsemen.
EVTNAME60111	The Mongols sack Prague!	Such butchery will not go unpunished.
EVTDESC60111	The city of Prague has become a beacon of light in an otherwise dark world, as the Mongol barbarians move from house to house and set fire to everything not yet looted. A flood of refugees spread horrific tales about the cruelty of the bloodthirsty Tartar horsemen to every corner of Europe.	The Mongols sack Prague!
EVTOPTA60111	Have they no regard for culture?	The city of Prague has become a beacon of light in an otherwise dark world, as the Mongol barbarians move from house to house and set fire to everything not yet looted. A flood of refugees spread horrific tales about the cruelty of the bloodthirsty Tartar horsemen to every corner of Europe.
EVTNAME60112	The Mongols sack Vienna!	Have they no regard for culture?
EVTDESC60112	Vienna, a city of growing importance on the Danube river, has become the latest victim of the Mongol hordes as they continue to pillage and burn their way across Europe. The smoking ruins and arrow-riddled corpses they leave behind when they move on do not lend much faith in the city's future prospects.	The Mongols sack Vienna!
EVTOPTA60112	There will come a time of reckoning.	Vienna, a city of growing importance on the Danube river, has become the latest victim of the Mongol hordes as they continue to pillage and burn their way across Europe. The smoking ruins and arrow-riddled corpses they leave behind when they move on do not lend much faith in the city's future prospects.
EVTNAME60113	The Mongols sack Esztergom!	There will come a time of reckoning.
EVTDESC60113	The Mongols have reached beyond the Carpathians and fanned out across the Great Hungarian Plain. Now the city of Esztergom has fallen to the murderous host and is the scene of indiscriminate slaughter. Those that attempt to flee on foot are cut down without mercy by the fast horsemen as dark, billowing smoke rises towards the sky above the city.	The Mongols sack Esztergom!
EVTOPTA60113	May it be the last city the Tartars take!	The Mongols have reached beyond the Carpathians and fanned out across the Great Hungarian Plain. Now the city of Esztergom has fallen to the murderous host and is the scene of indiscriminate slaughter. Those that attempt to flee on foot are cut down without mercy by the fast horsemen as dark, billowing smoke rises towards the sky above the city.
EVTNAME60114	The Mongols sack Athens!	May it be the last city the Tartars take!
EVTDESC60114	The ancient city of Athens has fallen to the Mongols, and they now rampage unchecked behind its walls. Great monuments and artifacts dating back to the dawn of Western Civilisation are lost forever in a cultural desecration that will surely be felt by future generations thousands of years from now.	The Mongols sack Athens!
EVTOPTA60114	This time they have gone too far!	The ancient city of Athens has fallen to the Mongols, and they now rampage unchecked behind its walls. Great monuments and artifacts dating back to the dawn of Western Civilisation are lost forever in a cultural desecration that will surely be felt by future generations thousands of years from now.
EVTNAME60115	The Mongols sack Belgrade!	This time they have gone too far!
EVTDESC60115	The "White City" has turned red as the Mongol invaders seize Belgrade and massacre the inhabitants without exception. After several days of slaughter and looting, the smell of death and rotting flesh proves too much even for the Mongols to bear and they move their camp upwind from the scorched ruins of the city.	The Mongols sack Belgrade!
EVTOPTA60115	They will be the end of us all!	The "White City" has turned red as the Mongol invaders seize Belgrade and massacre the inhabitants without exception. After several days of slaughter and looting, the smell of death and rotting flesh proves too much even for the Mongols to bear and they move their camp upwind from the scorched ruins of the city.
opinion_refused_abdicate_title	Refused to abdicate title	They will be the end of us all!
plot_gain_indie_title_title	Fabricate a claim on the [This.GetFullBaseName]	Refused to abdicate title
plot_gain_indie_title_desc	Rally support amongst the vassals of [This.Holder.GetTitledName] in an attempt to fabricate a claim on the [This.GetFullBaseName]. God willing, you may some day become their new liege.	Fabricate a claim on the [This.GetFullBaseName]
plot_gain_indie_title_decision_100	[Root.GetPlot]	Rally support amongst the vassals of [This.Holder.GetTitledName] in an attempt to fabricate a claim on the [This.GetFullBaseName]. God willing, you may some day become their new liege.
plot_gain_indie_title_decision_100_desc	Put the plot into motion by attempting to fabricate a claim on the [Root.PlotTargetTitle.GetFullBaseName].	[Root.GetPlot]
plot_gain_indie_title_decision_75	[Root.GetPlot]	Put the plot into motion by attempting to fabricate a claim on the [Root.PlotTargetTitle.GetFullBaseName].
plot_gain_indie_title_decision_75_desc	Put the plot into motion by attempting to fabricate a claim on the [Root.PlotTargetTitle.GetFullBaseName].	[Root.GetPlot]
plot_gain_liege_title_title	Fabricate a claim on the [This.GetFullBaseName]	Put the plot into motion by attempting to fabricate a claim on the [Root.PlotTargetTitle.GetFullBaseName].
plot_gain_liege_title_desc	Rally support amongst the other vassals of [This.Holder.GetTitledName] in an attempt to fabricate a claim on the [This.GetFullBaseName]. God willing, you may some day become their new liege.	Fabricate a claim on the [This.GetFullBaseName]
plot_gain_liege_title_decision_100	[Root.GetPlot]	Rally support amongst the other vassals of [This.Holder.GetTitledName] in an attempt to fabricate a claim on the [This.GetFullBaseName]. God willing, you may some day become their new liege.
plot_gain_liege_title_decision_100_desc	Put the plot into motion by attempting to fabricate a claim on the [Root.PlotTargetTitle.GetFullBaseName].	[Root.GetPlot]
plot_gain_liege_title_decision_75	[Root.GetPlot]	Put the plot into motion by attempting to fabricate a claim on the [Root.PlotTargetTitle.GetFullBaseName].
plot_gain_liege_title_decision_75_desc	Put the plot into motion by attempting to fabricate a claim on the [Root.PlotTargetTitle.GetFullBaseName].	[Root.GetPlot]
plot_gain_fellow_vassal_title_title	Fabricate a claim on the [This.GetFullBaseName]	Put the plot into motion by attempting to fabricate a claim on the [Root.PlotTargetTitle.GetFullBaseName].
plot_gain_fellow_vassal_title_desc	Rally support amongst the other vassals of [This.Holder.Liege.GetTitledName] in an attempt to fabricate a claim on the [This.GetFullBaseName]. God willing, you may some day rightfully take the title from [This.Holder.GetTitledFirstName].	Fabricate a claim on the [This.GetFullBaseName]
plot_gain_fellow_vassal_title_decision_100	[Root.GetPlot]	Rally support amongst the other vassals of [This.Holder.Liege.GetTitledName] in an attempt to fabricate a claim on the [This.GetFullBaseName]. God willing, you may some day rightfully take the title from [This.Holder.GetTitledFirstName].
plot_gain_fellow_vassal_title_decision_100_desc	Put the plot into motion by attempting to fabricate a claim on the [Root.PlotTargetTitle.GetFullBaseName].	[Root.GetPlot]
plot_gain_fellow_vassal_title_decision_75	[Root.GetPlot]	Put the plot into motion by attempting to fabricate a claim on the [Root.PlotTargetTitle.GetFullBaseName].
plot_gain_fellow_vassal_title_decision_75_desc	Put the plot into motion by attempting to fabricate a claim on the [Root.PlotTargetTitle.GetFullBaseName].	[Root.GetPlot]
