#CODE	ENGLISH
BUILD_PRESTIGE_OR_PIETY_FORT_DESC	Forts can be built in all counties you control, and in hostile counties where you have troops present. Forts cost §Y$COST$§! to construct and can be upgraded to regular Castle Holdings (by §GRight-Clicking the Fort§!). Forts lock down your occupation of empty nomad provinces and negate the crushing Attrition enjoyed by certain Pagan tribes in their homelands.
BUILD_PRESTIGE_OR_PIETY_TRADE_POST_DESC	Trade Posts can be built for §Y$COST$§! along the coasts by Patrician families in Merchant Republics - even in foreign territory. However, any local ruler is also allowed to build Trade Posts in their counties if the Silk Road happens to pass through. (See the §YTrade Zones§! map mode.)
tribal_desc	Tribal 'Holdings' provide very little income, and there can only be one Tribal 'Holding' in each county. These 'Holdings' represent the entire local tribal population - the more empty Holding slots, the more powerful the Tribal Holding.
dejure_barony_claim_desc	The Holdings in §Y$TITLE$§! are all, de jure, vassals of §Y$CLAIMANT$'s§!, which is cause enough for war.
CB_NAME_DEJUREBARONYCLAIM	[Title.GetBaseName] Holdings
WAR_NAME_DEJUREBARONYCLAIM	$ORDER$$FIRST_ADJ$-$SECOND_ADJ$ De Jure Holding War over $OTHER_TITLE$
convert_to_feudalism_indep	Adopt Feudalism
convert_to_feudalism_indep_desc	Adopting Feudalism will convert all my Tribal Holdings into Castles. Where this occurs - if the County is big enough - City and Temple Holdings will also be created if they do not already exist. Your vassals are likely to follow suit if they are of your religion and culture.
convert_to_feudalism_vassal	Adopt Feudalism
convert_to_feudalism_vassal_desc	Adopting Feudalism will convert all my Tribal Holdings into Castles. Where this occurs - if the County is big enough - City and Temple Holdings will also be created if they do not already exist. Your vassals are likely to follow suit if they are of your religion and culture.
convert_to_republic_indep	Found Merchant Republic
convert_to_republic_indep_desc	Founding a Merchant Republic will convert all my Tribal Holdings into Cities. Where this occurs - if the County is big enough - Castle and Temple Holdings will also be created if they do not already exist. Four suitable vassals will found Patrician families.
EVTDESC55100	Your Tribal vassal, [From.GetTitledName], has adopted Feudalism.
convert_tribal_to_castle_desc	I can upgrade [Root.GetFullName] to a proper Castle. If it is the County capital and the County is big enough, City and Temple Holdings will also be created if they do not already exist.
convert_tribal_to_city_desc	I can upgrade [Root.GetFullName] to a proper City. If it is the County capital and the County is big enough, Castle and Temple Holdings will also be created if they do not already exist.
OCCUPATION_MODIFIER	Occupied Land Modifiers
OCCUPATION_POP_GROWTH_MODIFIER	Population Growth(total)
PROVINCE_HAS_FORT_DISCOUNT	Upon construction of a new holding the §YFort§! in this county will be removed and contribute to a discount on the construction cost.
DONT_BORDERS_LAKE	Don't borders a lake.
BORDERS_LAKE	Borders a lake.
