#CODE	ENGLISH	ENGLISH
refused_making_repentance	Refused Making Repentance	Refused Making Repentance
EVTDESC39252	An emissary comes from [From.GetBestName], with hopes of repenting [From.GetHerHis] sins. While [From.GetSheHe] has committed some very grave sins, this shows sincere regret and I will lift his excommunication.	An emissary comes from [From.GetBestName], with hopes of repenting [From.GetHerHis] sins. While [From.GetSheHe] has committed some very grave sins, this shows sincere regret and I will lift his excommunication.
EVTOPTA39252	Lift [From.GetHerHis] excommunication.	Lift [From.GetHerHis] excommunication.
EVTTOOLTIP39253	will cry tears of joy at our reply.	will cry tears of joy at our reply.
EVTDESC39253	The Holy Father has agreed to lift the excommunication against me!	The Holy Father has agreed to lift the excommunication against me!
EVTOPTA39253	Glory to God!	Glory to God!
EVTOPTB39253	Repentance has its price, but this is really too much...	Repentance has its price, but this is really too much...
EVTOPTB39251	[Player.Religion.GetPietyName] has its price, but this is really too much...	[Player.Religion.GetPietyName] has its price, but this is really too much...
chapter_name_6	War	War
chapter_name_5	Military and Combat	Military and Combat
DOWNLOADING	Downloading $DLC$	Downloading $DLC$
DOWNLOAD_PROGRESS	Downloading file $FILE$/$FILE_MAX$\n\n$COUNT$B downloaded	Downloading file $FILE$/$FILE_MAX$\n\n$COUNT$B downloaded
STORE_REINSTALL	Reinstall	Reinstall
STORE_BUY	Buy	Buy
STORE_NEED_REINSTALL	Reinstall §Y$ITEM$§! DLC	Reinstall §Y$ITEM$§! DLC
STORE_FAILED_DOWNLOAD	Some files did not install correctly and needs to be downloaded again	Some files did not install correctly and needs to be downloaded again
STORE_CANCEL	Cancel	Cancel
STORE_TOPUP	Purchase Blue Coins	Purchase Blue Coins
STORE_LOGIN	Login	Login
STORE_LOGOUT	Log Out	Log Out
STORE_WELCOME	Welcome, §Y$USERNAME$§!	Welcome, §Y$USERNAME$§!
STORE_NOT_LOGGED_IN	You must log in in order to buy DLC	You must log in in order to buy DLC
TRUCE	Truce	Truce
IS_NOT_MERCENARY	Is NOT mercenary	Is NOT mercenary
IS_MERCENARY	Is mercenary	Is mercenary
NUM_OF_TITLES_LESS	Less than §Y$VAL$§W $TIER$ titles.	Less than §Y$VAL$§W $TIER$ titles.
NUM_OF_TITLES_LEAST	At least §Y$VAL$§W $TIER$ titles.	At least §Y$VAL$§W $TIER$ titles.
NUM_OF_TITLES_LESS_2	Less than §Y$VAL$§W titles.	Less than §Y$VAL$§W titles.
NUM_OF_TITLES_LEAST_2	At least §Y$VAL$§W titles.	At least §Y$VAL$§W titles.
TIME_UNPAUSE	Unpause	Unpause
EVTDESC38201	[From.GetFirstName] asks, 'Daddy, where do children come from?'	[From.GetFirstName] asks, 'Daddy, where do children come from?'
EVTOPTA39000	Where is my [Root.Holder.GetLordSpiritualName]!?	Where is my [Root.Holder.GetLordSpiritualName]!?
EVTDESC75060	The peasants in a county are complaining about Steward [Root.job_treasurer.GetTitledFirstName]'s arbitrariness, they feel that [Root.job_treasurer.GetSheHe] doesn't really understand the concept of rules and laws.	The peasants in a province are complaining about Steward [Root.job_treasurer.GetTitledFirstName]'s arbitrariness, they feel that [Root.job_treasurer.GetSheHe] doesn't really understand the concept of rules and laws.
EVTOPTA75085	Adopt [Root.job_treasurer.GetHerHis] ideas	Adopt [Root.job_treasurer.GetHerHis] ideas
peasants_scorned	Peasant traditions scorned	Peasant traditions scorned
tut_5a_25	Now select one of the troops. The embark button is blue and useable, so click it. Ships move exactly like armies, so move this fleet to the neighboring sea province to the north, Moray Firth, to continue. Unpause after placing the move order and increase the speed to maximum if you want to hasten the process.	Now select one of the troops. The embark button is blue and useable, so click it. Ships move exactly like armies, so move this fleet to the neighboring sea province to the north, Moray Firth, to continue. Unpause after placing the move order and increase the speed to maximum if you want to hasten the process.
tut_5a_29b	Don't forget to unpause or your order will not be executed.	Don't forget to unpause or your order will not be executed.
opinion_converted_province	Converted Province	Converted Province
EVTDESC3336	[From.GetTitledFirstName] feels I risk too much with my escapades and tried to persuade me to stop risking my life.	[From.GetTitledFirstName] feels I risk too much with my escapades and tried to persuade me to stop risking my life.
EVTNAME60010	The Ilkhanate Converts	The Ilkhanate Converts
#EVTDESC60010	My liege, the great [Root.GetTitledName] and all [Root.GetHerHis] vassals have converted and embraced the Catholic faith!	My liege, the great [Root.GetTitledName] and all [Root.GetHerHis] vassals have converted and embraced the Catholic faith!
#EVTDESC60011	My liege, the great [Root.GetTitledName] and all [Root.GetHerHis] vassals have converted and embraced the Orthodox faith!	My liege, the great [Root.GetTitledName] and all [Root.GetHerHis] vassals have converted and embraced the Orthodox faith!
#EVTDESC60012	My liege, the great [Root.GetTitledName] and all [Root.GetHerHis] vassals have converted and embraced the Sunni faith!	My liege, the great [Root.GetTitledName] and all [Root.GetHerHis] vassals have converted and embraced the Sunni faith!
#EVTDESC60013	My liege, the great [Root.GetTitledName] and all [Root.GetHerHis] vassals have converted and embraced the Shiite faith!	My liege, the great [Root.GetTitledName] and all [Root.GetHerHis] vassals have converted and embraced the Shiite faith!
EVTOPTA60010	The time has come!	The time has come!
EVTOPTB60010	Allah have mercy on us!	Allah have mercy on us!
EVTOPTC60010	God have mercy on us!	God have mercy on us!
EVTOPTD60010	May the Gods save us!	May the Gods save us!
EVTNAME60020	The Golden Horde Converts	The Golden Horde Converts
EVTDESC8720	The Teutonic Order wishes to expand into the Baltics in order to better fight the heathens. To show my support, perhaps I should offer them a county of mine?	The Teutonic Order wishes to expand into the Baltics in order to better fight the heathens. To show my support, perhaps I should offer them a county of mine?
EVTOPTA8720	Their precense is most welcome	Their precense is most welcome
EVTOPTB8720	I would never give away my land	I would never give away my land
EVTDESC8721	My liege,\nI wish to support The Teutonic Order by grating them a county, and seek your approval.\n\nYour humble vassal,\n[From.GetTitledName]	My liege,\nI wish to support The Teutonic Order by grating them a county, and seek your approval.\n\nYour humble vassal,\n[From.GetTitledName]
EVTOPTA8721	I better leave this decision to my liege	I better leave this decision to my liege
EVTOPTB8721	You have my blessing	You have my blessing
EVTOPTC8721	No land is to be ceded	No land is to be ceded
EVTDESC8722	My liege,\nMy vassal, [FromFrom.GetTitledName] wishes to support The Teutonic Order by grating them a county. I would of course not allow such an important decision without first seeking your approval.\n\nYour humble vassal,\n[From.GetTitledName]	My liege,\nMy vassal, [FromFrom.GetTitledName] wishes to support The Teutonic Order by grating them a county. I would of course not allow such an important decision without first seeking your approval.\n\nYour humble vassal,\n[From.GetTitledName]
EVTOPTA8722	Excelent proposal!	Excelent proposal!
EVTOPTB8722	I will not permit any ceding of land	I will not permit any ceding of land
EVTDESC8723	Your generous offer of grating a county to The Teutonic Order has met with my approval.\n[From.GetTitledName]	Your generous offer of grating a county to The Teutonic Order has met with my approval.\n[From.GetTitledName]
EVTOPTA8723	Then so it shall be!	Then so it shall be!
EVTDESC8724	I will not permit that you cede any territory to The Teutonic Order!\n[From.GetTitledName]	I will not permit that you cede any territory to The Teutonic Order!\n[From.GetTitledName]
EVTOPTA8724	Then I will retract my offer	Then I will retract my offer
EVTDESC8725	To the Great [Root.GetTitledFirstName],\nYour bravery is legendary. I wish to support you in your valiant struggle against the heathens, and hereby offer to transfer a County to the order.\n\nSigned,\n[From.GetTitledName]	To the Great [Root.GetTitledFirstName],\nYour bravery is legendary. I wish to support you in your valiant struggle against the heathens, and hereby offer to transfer a County to the order.\n\nSigned,\n[From.GetTitledName]
alert_truce_expiring_instant	§YTruces are Expiring§!	§YTruces are Expiring§!
alert_truce_expiring_delayed	The Following Truces are Expiring:$LIST$	The Following Truces are Expiring:$LIST$
alert_no_ambition_instant	§YPick an Ambition§!	§YPick an Ambition§!
TOTAL_BONUS	(Total Bonus)	(Total Bonus)
LEVY_MULTIPLIER	Levy Multiplier: $VALUE$	Levy Multiplier: $VALUE$
TOTAL_LEVY	Total Levy: §Y$VALUE$§!	Total Levy: §Y$VALUE$§!
REALM_TREE	Realm Tree	Realm Tree
DYN14_DESC	With a score of $SCORE$ you$FAILED$ beat the House of Godwin. On January 5th, 1066, Harold Godwinson became King of England. His father had spent much of the reign of King Canute building up the family power base and with the death of Edward the Confessor he was able to assume the throne. However, he wasn’t the only claimant... Harald of Norway and William of Normandy both also claimed the title and invaded. Harald was defeated and killed at the battle of Stamford Bridge, but Harold would later be defeated and killed (along with two of his brothers) by William at the battle of Hastings. With his death, the power of the House of Godwin collapsed and its lands were divided amongst the victorious Norman Lords who followed William.	With a score of $SCORE$ you$FAILED$ beat the House of Godwin. On January 5th, 1066, Harold Godwinson became King of England. His father had spent much of the reign of King Canute building up the family power base and with the death of Edward the Confessor he was able to assume the throne. However, he wasn’t the only claimant... Harald of Norway and William of Normandy both also claimed the title and invaded. Harald was defeated and killed at the battle of Stamford Bridge, but Harold would later be defeated and killed (along with two of his brothers) by William at the battle of Hastings. With his death, the power of the House of Godwin collapsed and its lands were divided amongst the victorious Norman Lords who followed William.
EVTOPTA38020	There are fat bishops, seize them!	There are fat bishops, seize them!
TOURNAMENTTITLE	Grand Tournament	Grand Tournament
EVTDESC70034	[From.GetTitledName] has been crowned the winner of my grand tournament.	[From.GetTitledName] has been crowned the winner of my grand tournament.
EVTOPTA70034	[From.GetSheHeCap] truly deserves it!	[From.GetSheHeCap] truly deserves it!
EVTDESC70035	[From.GetTitledName]'s bravery won [From.GetHerHim] second place in my grand tournament.	[From.GetTitledName]'s bravery won [From.GetHerHim] second place in my grand tournament.
EVTOPTA70035	A most valiant performance!	A most valiant performance!
EVTDESC70036	[From.GetTitledName] fought [From.GetHerHis] way to the third place in my grand tournament.	[From.GetTitledName] fought [From.GetHerHis] way to the third place in my grand tournament.
EVTOPTA70036	And fought hard [From.GetSheHe] did.	And fought hard [From.GetSheHe] did.
EVTDESC70037	The grand tournament of [From.GetTitledName] has been cancelled due to war.	The grand tournament of [From.GetTitledName] has been cancelled due to war.
EVTOPTA70037	Then my bravery will be shown in battle!	Then my bravery will be shown in battle!
EVTDESC70038	My liege! Your guest [From.GetTitledName] has tragically been killed during the tournament!	My liege! Your guest [From.GetTitledName] has tragically been killed during the tournament!
EVTOPTA70038	Most unfortunate	Most unfortunate
EVTOPTB70038	Don't bother me with such details!	Don't bother me with such details!
EVTDESC70039	My liege! Your guest [From.GetTitledName] has tragically been maimed during the tournament!	My liege! Your guest [From.GetTitledName] has tragically been maimed during the tournament!
EVTDESC70040	My liege! Your guest [From.GetTitledName] has tragically been wounded during the tournament!	My liege! Your guest [From.GetTitledName] has tragically been wounded during the tournament!
opinion_tournament_participant	Held Grand Tournament	Held Grand Tournament
opinion_tournament_winner	Winner of Grand Tournament	Winner of Grand Tournament
opinion_tournament_second_place	Second Place in Grand Tournament	Second Place in Grand Tournament
opinion_tournament_third_place	Third Place in Grand Tournament	Third Place in Grand Tournament
EVTDESC70012	We advanced forth into the Melee, but then I saw our foes and suddenly my bowels loosened and guts turned to water. My comrades all looked on me in disgust.	We advanced forth into the Melee, but then I saw our foes and suddenly my bowels loosened and guts turned to water. My comrades all looked on me in disgust.
EVTDESC923	During my mission to oversee constructions in [Root.Location.GetName] I happened to meet a Master Builder. He had a vast experience and was more than happy to teach me many things about constructing buildings.	During my mission to oversee constructions in [Root.Location.GetName] I happened to meet a Master Builder. He had a vast experience and was more than happy to teach me many things about constructing buildings.
EVTOPTA923	This will further my career	This will further my career
EVTDESC20230	My liege, the construction work being done in [From.Location.GetName] is coming along well under the meticulous eyes of a Master Builder, who has taken me under his wing and is teaching me all he knows about constructing buildings. This knowledge will greatly help me in my work.\n\nYour humble Steward,\n[From.GetTitledName]	My liege, the construction work being done in [From.Location.GetName] is coming along well under the meticulous eyes of a Master Builder, who has taken me under his wing and is teaching me all he knows about constructing buildings. This knowledge will greatly help me in my work.\n\nYour humble Steward,\n[From.GetTitledName]
EVTDESC80057	Feeling little loyalty to their previous far off ruler, the peasant rebels of [FromFrom.GetName] have defected and sworn allegiance to [From.County.Holder.GetTitledName]!	Feeling little loyalty to their previous far off ruler, the peasant rebels of [FromFrom.GetName] have defected and sworn allegiance to [From.County.Holder.GetTitledName]!
EVTDESC80062	Feeling little loyalty to their previous far off ruler, the peasant rebels of [Root.GetName] have defected and sworn allegiance to another ruler!	Feeling little loyalty to their previous far off ruler, the peasant rebels of [Root.GetName] have defected and sworn allegiance to another ruler!
EVTDESC60020	My liege, the great [Root.GetTitledName] and all [Root.GetHerHis] vassals have converted and embraced the Catholic faith!	My liege, the great [Root.GetTitledName] and all [Root.GetHerHis] vassals have converted and embraced the Catholic faith!
EVTDESC60021	My liege, the great [Root.GetTitledName] and all [Root.GetHerHis] vassals have converted and embraced the Orthodox faith!	My liege, the great [Root.GetTitledName] and all [Root.GetHerHis] vassals have converted and embraced the Orthodox faith!
EVTDESC60022	My liege, the great [Root.GetTitledName] and all [Root.GetHerHis] vassals have converted and embraced the Sunni faith!	My liege, the great [Root.GetTitledName] and all [Root.GetHerHis] vassals have converted and embraced the Sunni faith!
EVTDESC60023	My liege, the great [Root.GetTitledName] and all [Root.GetHerHis] vassals have converted and embraced the Shiite faith!	My liege, the great [Root.GetTitledName] and all [Root.GetHerHis] vassals have converted and embraced the Shiite faith!
EVTTOOLTIP5025	The apple of [Root.GetTitledFirstName]'s eye	The apple of [Root.GetTitledFirstName]'s eye
EVTDESC72086	I was startled when [From.GetTitledName] pulled me aside for a private conversation during the feast. [From.GetTitledName] carefully explained that [From.GetSheHe] felt one of my titles rightfully belonged to [From.GetHerHim].	I was startled when [From.GetTitledName] pulled me aside for a private conversation during the feast. [From.GetTitledName] carefully explained that [From.GetSheHe] felt one of my titles rightfully belonged to [From.GetHerHim].
EVTTOOLTIP72087	[Root.GetTitledFirstName] grants [This.GetTitledFirstName] the title [This.GetSheHe] wants	[Root.GetTitledFirstName] grants [This.GetTitledFirstName] the title [This.GetSheHe] wants
EVTDESC72089	The feast was great, until the guards grabbed me and threw me into [From.GetTitledFirstName]'s dungeon! The greedy [From.GetTitledFirstName] might think I would willingly give [From.GetHerHim] the title [From.GetSheHe] wants for my freedom, but I'll prove [From.GetTitledFirstName] I am stronger than [From.GetSheHe] thinks!	The feast was great, until the guards grabbed me and threw me into [From.GetTitledFirstName]'s dungeon! The greedy [From.GetTitledFirstName] might think I would willingly give [From.GetHerHim] the title [From.GetSheHe] wants for my freedom, but I'll prove [From.GetTitledFirstName] I am stronger than [From.GetSheHe] thinks!
EVTOPTA72089	The title will never be yours!	The title will never be yours!
EVTOPTB72089	Wait... I'll give you the title, just let me out!	Wait... I'll give you the title, just let me out!
EVTOPTA69058	Why does [Root.job_spiritual.GetSheHe] disappoint every time I try to trust [Root.job_spiritual.GetHerHim]?	Why does [Root.job_spiritual.GetSheHe] disappoint every time I try to trust [Root.job_spiritual.GetHerHim]?
MAPMODE_RELIGION_DESC	This map mode shows the spread of all religions.	This map mode shows the spread of all religions.
#convert_to_parent_religion	Convert to Parent Religion	Convert to Parent Religion
convert_to_parent_religion_desc	I will rejoin the one true faith.	I will rejoin the one true faith.
tut_6a_24	The different outcomes of a war will be discussed in the intermediate war tutorial. Since you haven't won anything yet, demanding they surrender won't work. Offer a white peace or your surrender to end this part.	The different outcomes of a war will be discussed in the intermediate war tutorial. Since you haven't won anything yet, demanding they surrender won't work. Offer a white peace or your surrender to end this part.
LOST_PLAYER	$NAME$ has dropped...	$NAME$ has dropped...
SAFE_RAISE	§GHold §YControl§G when you click to avoid raising levies where there are hostile armies§!	§GHold §YControl§G when you click to avoid raising levies where there are hostile armies§!
DIPLO_ALREADY_CONSIDERING	§Y$NAME$§! is currently considering a $INTERACTION$ offer from us	§Y$NAME$§! is currently considering a $INTERACTION$ offer from us
DIPLO_ALREADY_CONSIDERING_DAYS	, we are expecting an answer in §Y$DAYS$§! days	, we are expecting an answer in §Y$DAYS$§! days
STORE_USERNAME	Username:	Username:
STORE_PASSWORD	Password:	Password:
