#CODE	ENGLISH	ENGLISH
EVTOPTB3263	[Root.job_spiritual.GetTitledFirstName] is not happy with it.	Talk the talk and Talk the talk..
#		[Root.job_spiritual.GetTitledFirstName] is not happy with it.
EVTDESC73200	It is sad that [Root.Liege.GetTitledFirstName] is employing [Root.job_marshal.GetTitledFirstName] as [Root.Liege.GetHerHis] marshal. I am more competent and would be a better marshal!	
EVTOPTA73200	I will petition my liege!	It is sad that [Root.Liege.GetTitledFirstName] is employing [Root.job_marshal.GetTitledFirstName] as [Root.Liege.GetHerHis] marshal. I am more competent and would be a better marshal!
EVTTOOLTIP73201	will listen to our petition and hopefully make a wise choice	I will petition my liege!
EVTDESC73201	[From.GetBestName] claims that [From.GetSheHe] would be a better marshal than [Root.job_marshal.GetTitledFirstName], and petitions that [From.GetSheHe] should be given the title of Marshal of the [Root.PrimaryTitle.GetFullName].	will listen to our petition and hopefully make a wise choice
EVTOPTA73201	[From.GetSheHeCap] is now my new Marshal	[From.GetBestName] claims that [From.GetSheHe] would be a better marshal than [Root.job_marshal.GetTitledFirstName], and petitions that [From.GetSheHe] should be given the title of Marshal of the [Root.PrimaryTitle.GetFullName].
EVTOPTB73201	Give [Root.job_marshal.GetFirstName] a chance!	[From.GetSheHeCap] is now my new Marshal
EVTTOOLTIP73202	will hear of our patience.	Give [Root.job_marshal.GetFirstName] a chance!
EVTOPTC73201	I rule in the [Root.PrimaryTitle.GetFullName]!	will hear of our patience.
EVTDESC73202	My liege [From.GetBestName] is not entirely happy with our performance as Marshal of the [Root.PrimaryTitle.GetFullName], and is considering our replacement..	I rule in the [Root.PrimaryTitle.GetFullName]!
EVTOPTA73202	I must prove myself!	My liege [From.GetBestName] is not entirely happy with our performance as Marshal of the [Root.PrimaryTitle.GetFullName], and is considering our replacement..
EVTOPTB73202	What can I do?	I must prove myself!
EVTDESC73203	Enough time has passed, I deserve to become Marshal of the [Root.PrimaryTitle.GetFullName], and [Root.Liege.GetTitledFirstName] will make me it!	What can I do?
EVTOPTA73203	I await [Root.Liege.GetHerHis] reply eagerly.	Enough time has passed, I deserve to become Marshal of the [Root.PrimaryTitle.GetFullName], and [Root.Liege.GetTitledFirstName] will make me it!
EVTTOOLTIP73204	will listen to our petition and hopefully make a wise choice	I await [Root.Liege.GetHerHis] reply eagerly.
#EVTDESC73204	I promised [From.GetBestName] that [From.GetSheHe] had a chance to become Marshal of the [Root.PrimaryTitle.GetFullName]. Now [From.GetSheHe] is petionioning me again about it.	will listen to our petition and hopefully make a wise choice
EVTOPTA73204	[From.GetSheHeCap] is now my new Marshal	I promised [From.GetBestName] that [From.GetSheHe] had a chance to become Marshal of the [Root.PrimaryTitle.GetFullName]. Now [From.GetSheHe] is petionioning me again about it.
EVTOPTC73204	I rule in the [Root.PrimaryTitle.GetFullName]!	[From.GetSheHeCap] is now my new Marshal
EVTDESC73205	My dear and trustworthy [This.GetBestName].\nI hereby grant you the title as Marshal of the [Root.PrimaryTitle.GetFullName].\n\n[From.GetBestName]	I rule in the [Root.PrimaryTitle.GetFullName]!
EVTOPTA73205	Its what I deserve..	My dear and trustworthy [This.GetBestName].\nI hereby grant you the title as Marshal of the [Root.PrimaryTitle.GetFullName].\n\n[From.GetBestName]
#		Its what I deserve..
EVTDESC73210	It is sad that [Root.Liege.GetTitledFirstName] is employing [Root.job_spymaster.GetTitledFirstName] as [Root.Liege.GetHerHis] Spymaster. I am more competent and would be a better Spymaster!	
EVTOPTA73210	I will petition my liege!	It is sad that [Root.Liege.GetTitledFirstName] is employing [Root.job_spymaster.GetTitledFirstName] as [Root.Liege.GetHerHis] Spymaster. I am more competent and would be a better Spymaster!
EVTTOOLTIP73211	will listen to our petition and hopefully make a wise choice	I will petition my liege!
EVTDESC73211	[From.GetBestName] claims that [From.GetSheHe] would be a better Spymaster than [Root.job_spymaster.GetTitledFirstName], and petitions that [From.GetSheHe] should be given the title of Spymaster of the [Root.PrimaryTitle.GetFullName].	will listen to our petition and hopefully make a wise choice
EVTOPTA73211	[From.GetSheHeCap] is now my new Spymaster	[From.GetBestName] claims that [From.GetSheHe] would be a better Spymaster than [Root.job_spymaster.GetTitledFirstName], and petitions that [From.GetSheHe] should be given the title of Spymaster of the [Root.PrimaryTitle.GetFullName].
EVTOPTB73211	Give [Root.job_spymaster.GetTitledFirstName] a chance!	[From.GetSheHeCap] is now my new Spymaster
EVTTOOLTIP73212	will hear of our patience.	Give [Root.job_spymaster.GetTitledFirstName] a chance!
EVTOPTC73211	I rule in the [Root.PrimaryTitle.GetFullName]!	will hear of our patience.
EVTDESC73212	My liege [From.GetBestName] is not entirely happy with our performance as Spymaster of the [Root.PrimaryTitle.GetFullName], and is considering our replacement..	I rule in the [Root.PrimaryTitle.GetFullName]!
EVTOPTA73212	I must prove myself!	My liege [From.GetBestName] is not entirely happy with our performance as Spymaster of the [Root.PrimaryTitle.GetFullName], and is considering our replacement..
EVTOPTB73212	What can I do?	I must prove myself!
EVTDESC73213	Enough time has passed, I deserve to become Spymaster of the [Root.PrimaryTitle.GetFullName], and [Root.Liege.GetTitledFirstName] will make me it!	What can I do?
EVTOPTA73213	I await [Root.Liege.GetHerHis] reply eagerly.	Enough time has passed, I deserve to become Spymaster of the [Root.PrimaryTitle.GetFullName], and [Root.Liege.GetTitledFirstName] will make me it!
EVTTOOLTIP73214	will listen to our petition and hopefully make a wise choice	I await [Root.Liege.GetHerHis] reply eagerly.
#EVTDESC73214	I promised [From.GetBestName] that [From.GetSheHe] had a chance to become Spymaster of the [Root.PrimaryTitle.GetFullName]. Now [From.GetSheHe] is petionioning me again about it.	will listen to our petition and hopefully make a wise choice
EVTOPTA73214	[From.GetSheHeCap] is now my new Spymaster	I promised [From.GetBestName] that [From.GetSheHe] had a chance to become Spymaster of the [Root.PrimaryTitle.GetFullName]. Now [From.GetSheHe] is petionioning me again about it.
EVTOPTC73214	I rule in the [Root.PrimaryTitle.GetFullName]!	[From.GetSheHeCap] is now my new Spymaster
EVTDESC73215	My dear and trustworthy [This.GetBestName].\nI hereby grant you the title as Spymaster of the [Root.PrimaryTitle.GetFullName].\n\n[From.GetBestName]	I rule in the [Root.PrimaryTitle.GetFullName]!
EVTOPTA73215	Its what I deserve..	My dear and trustworthy [This.GetBestName].\nI hereby grant you the title as Spymaster of the [Root.PrimaryTitle.GetFullName].\n\n[From.GetBestName]
#		Its what I deserve..
EVTDESC73220	It is sad that [Root.Liege.GetTitledFirstName] is employing [Root.job_treasurer.GetTitledFirstName] as [Root.Liege.GetHerHis] Steward. I am more competent and would be a better Steward!	
EVTOPTA73220	I will petition my liege!	It is sad that [Root.Liege.GetTitledFirstName] is employing [Root.job_treasurer.GetTitledFirstName] as [Root.Liege.GetHerHis] Steward. I am more competent and would be a better Steward!
EVTTOOLTIP73221	will listen to our petition and hopefully make a wise choice	I will petition my liege!
EVTDESC73221	[From.GetBestName] claims that [From.GetSheHe] would be a better Steward than [Root.job_treasurer.GetTitledFirstName], and petitions that [From.GetSheHe] should be given the title of Steward of the [Root.PrimaryTitle.GetFullName].	will listen to our petition and hopefully make a wise choice
EVTOPTA73221	[From.GetSheHeCap] is now my new Steward	[From.GetBestName] claims that [From.GetSheHe] would be a better Steward than [Root.job_treasurer.GetTitledFirstName], and petitions that [From.GetSheHe] should be given the title of Steward of the [Root.PrimaryTitle.GetFullName].
EVTOPTB73221	Give [Root.job_treasurer.GetFirstName] a chance!	[From.GetSheHeCap] is now my new Steward
EVTTOOLTIP73222	will hear of our patience.	Give [Root.job_treasurer.GetFirstName] a chance!
EVTOPTC73221	I rule in the [Root.PrimaryTitle.GetFullName]!	will hear of our patience.
EVTDESC73222	My liege [From.GetBestName] is not entirely happy with our performance as Steward of the [Root.PrimaryTitle.GetFullName], and is considering our replacement..	I rule in the [Root.PrimaryTitle.GetFullName]!
EVTOPTA73222	I must prove myself!	My liege [From.GetBestName] is not entirely happy with our performance as Steward of the [Root.PrimaryTitle.GetFullName], and is considering our replacement..
EVTOPTB73222	What can I do?	I must prove myself!
EVTDESC73223	Enough time has passed, I deserve to become Steward of the [Root.PrimaryTitle.GetFullName], and [Root.Liege.GetTitledFirstName] will make me it!	What can I do?
EVTOPTA73223	I await [Root.Liege.GetHerHis] reply eagerly.	Enough time has passed, I deserve to become Steward of the [Root.PrimaryTitle.GetFullName], and [Root.Liege.GetTitledFirstName] will make me it!
EVTTOOLTIP73224	will listen to our petition and hopefully make a wise choice	I await [Root.Liege.GetHerHis] reply eagerly.
#EVTDESC73224	I promised [From.GetBestName] that [From.GetSheHe] had a chance to become Steward of the [Root.PrimaryTitle.GetFullName]. Now [From.GetSheHe] is petionioning me again about it.	will listen to our petition and hopefully make a wise choice
EVTOPTA73224	[From.GetSheHeCap] is now my new Steward	I promised [From.GetBestName] that [From.GetSheHe] had a chance to become Steward of the [Root.PrimaryTitle.GetFullName]. Now [From.GetSheHe] is petionioning me again about it.
EVTOPTC73224	I rule in the [Root.PrimaryTitle.GetFullName]!	[From.GetSheHeCap] is now my new Steward
EVTDESC73225	My dear and trustworthy [This.GetBestName].\nI hereby grant you the title as Steward of the [Root.PrimaryTitle.GetFullName].\n\n[From.GetBestName]	I rule in the [Root.PrimaryTitle.GetFullName]!
#EVTOPTA73225	Its what I deserve..	My dear and trustworthy [This.GetBestName].\nI hereby grant you the title as Steward of the [Root.PrimaryTitle.GetFullName].\n\n[From.GetBestName]
#		Its what I deserve..
#EVTDESC73230	It is sad that [Root.Liege.GetTitledFirstName] is employing [Root.job_spiritual.GetTitledFirstName] as [Root.Liege.GetHerHis] Lord Spiritual. I am more competent and would be a better Lord Spiritual!	
EVTOPTA73230	I will petition my liege!	It is sad that [Root.Liege.GetTitledFirstName] is employing [Root.job_spiritual.GetTitledFirstName] as [Root.Liege.GetHerHis] Lord Spiritual. I am more competent and would be a better Lord Spiritual!
EVTTOOLTIP73231	will listen to our petition and hopefully make a wise choice	I will petition my liege!
#EVTDESC73231	[From.GetBestName] claims that [From.GetSheHe] would be a better Lord Spiritual than [Root.job_spiritual.GetTitledFirstName], and petitions that [From.GetSheHe] should be given the title of Lord Spiritual of the [Root.PrimaryTitle.GetFullName].	will listen to our petition and hopefully make a wise choice
#EVTOPTA73231	[From.GetSheHeCap] is now my new Lord Spiritual	[From.GetBestName] claims that [From.GetSheHe] would be a better Lord Spiritual than [Root.job_spiritual.GetTitledFirstName], and petitions that [From.GetSheHe] should be given the title of Lord Spiritual of the [Root.PrimaryTitle.GetFullName].
EVTOPTB73231	Give [Root.job_spiritual.GetTitledFirstName] a chance!	[From.GetSheHeCap] is now my new Lord Spiritual
EVTTOOLTIP73232	will hear of our patience.	Give [Root.job_spiritual.GetTitledFirstName] a chance!
EVTOPTC73231	I rule in the [Root.PrimaryTitle.GetFullName]!	will hear of our patience.
#EVTDESC73232	My liege [From.GetBestName] is not entirely happy with our performance as Lord Spiritual of the [Root.PrimaryTitle.GetFullName], and is considering our replacement..	I rule in the [Root.PrimaryTitle.GetFullName]!
EVTOPTA73232	I must prove myself!	My liege [From.GetBestName] is not entirely happy with our performance as Lord Spiritual of the [Root.PrimaryTitle.GetFullName], and is considering our replacement..
EVTOPTB73232	What can I do?	I must prove myself!
#EVTDESC73233	Enough time has passed, I deserve to become Lord Spiritual of the [Root.PrimaryTitle.GetFullName], and [Root.Liege.GetTitledFirstName] will make me it!	What can I do?
EVTOPTA73233	I await [Root.Liege.GetHerHis] reply eagerly.	Enough time has passed, I deserve to become Lord Spiritual of the [Root.PrimaryTitle.GetFullName], and [Root.Liege.GetTitledFirstName] will make me it!
EVTTOOLTIP73234	will listen to our petition and hopefully make a wise choice	I await [Root.Liege.GetHerHis] reply eagerly.
#EVTDESC73234	I promised [From.GetBestName] that [From.GetSheHe] had a chance to become Lord Spiritual of the [Root.PrimaryTitle.GetFullName]. Now [From.GetSheHe] is petionioning me again about it.	will listen to our petition and hopefully make a wise choice
#EVTOPTA73234	[From.GetSheHeCap] is now my new Lord Spiritual	I promised [From.GetBestName] that [From.GetSheHe] had a chance to become Lord Spiritual of the [Root.PrimaryTitle.GetFullName]. Now [From.GetSheHe] is petionioning me again about it.
EVTOPTC73234	I rule in the [Root.PrimaryTitle.GetFullName]!	[From.GetSheHeCap] is now my new Lord Spiritual
#EVTDESC73235	My dear and trustworthy [This.GetBestName].\nI hereby grant you the title as Lord Spiritual of the [Root.PrimaryTitle.GetFullName].\n\n[From.GetBestName]	I rule in the [Root.PrimaryTitle.GetFullName]!
EVTOPTA73235	Its what I deserve..	My dear and trustworthy [This.GetBestName].\nI hereby grant you the title as Lord Spiritual of the [Root.PrimaryTitle.GetFullName].\n\n[From.GetBestName]
#		Its what I deserve..
EVTDESC73240	It is sad that [Root.Liege.GetTitledFirstName] is employing [Root.job_chancellor.GetTitledFirstName] as [Root.Liege.GetHerHis] [Root.GetChancellorName]. I am more competent and would be a better [Root.GetChancellorName]!	
EVTOPTA73240	I will petition my liege!	It is sad that [Root.Liege.GetTitledFirstName] is employing [Root.job_chancellor.GetTitledFirstName] as [Root.Liege.GetHerHis] [Root.GetChancellorName]. I am more competent and would be a better [Root.GetChancellorName]!
EVTTOOLTIP73241	will listen to our petition and hopefully make a wise choice	I will petition my liege!
EVTDESC73241	[From.GetBestName] claims that [From.GetSheHe] would be a better [Root.GetChancellorName] than [Root.job_chancellor.GetTitledFirstName], and petitions that [From.GetSheHe] should be given the title of [Root.GetChancellorName] of the [Root.PrimaryTitle.GetFullName].	will listen to our petition and hopefully make a wise choice
EVTOPTA73241	[From.GetSheHeCap] is now my new [Root.GetChancellorName]	[From.GetBestName] claims that [From.GetSheHe] would be a better [Root.GetChancellorName] than [Root.job_chancellor.GetTitledFirstName], and petitions that [From.GetSheHe] should be given the title of [Root.GetChancellorName] of the [Root.PrimaryTitle.GetFullName].
EVTOPTB73241	Give [Root.job_chancellor.GetTitledFirstName] a chance!	[From.GetSheHeCap] is now my new [Root.GetChancellorName]
EVTTOOLTIP73242	will hear of our patience.	Give [Root.job_chancellor.GetTitledFirstName] a chance!
EVTOPTC73241	I rule in the [Root.PrimaryTitle.GetFullName]!	will hear of our patience.
EVTDESC73242	My liege [From.GetBestName] is not entirely happy with our performance as [Root.GetChancellorName] of the [Root.PrimaryTitle.GetFullName], and is considering our replacement..	I rule in the [Root.PrimaryTitle.GetFullName]!
EVTOPTA73242	I must prove myself!	My liege [From.GetBestName] is not entirely happy with our performance as [Root.GetChancellorName] of the [Root.PrimaryTitle.GetFullName], and is considering our replacement..
EVTOPTB73242	What can I do?	I must prove myself!
EVTDESC73243	Enough time has passed, I deserve to become [Root.GetChancellorName] of the [Root.PrimaryTitle.GetFullName], and [Root.Liege.GetTitledFirstName] will make me it!	What can I do?
EVTOPTA73243	I await [Root.Liege.GetHerHis] reply eagerly.	Enough time has passed, I deserve to become [Root.GetChancellorName] of the [Root.PrimaryTitle.GetFullName], and [Root.Liege.GetTitledFirstName] will make me it!
EVTTOOLTIP73244	will listen to our petition and hopefully make a wise choice	I await [Root.Liege.GetHerHis] reply eagerly.
#EVTDESC73244	I promised [From.GetBestName] that [From.GetSheHe] had a chance to become [Root.GetChancellorName] of the [Root.PrimaryTitle.GetFullName]. Now [From.GetSheHe] is petionioning me again about it.	will listen to our petition and hopefully make a wise choice
EVTOPTA73244	[From.GetSheHeCap] is now my new [Root.GetChancellorName]	I promised [From.GetBestName] that [From.GetSheHe] had a chance to become [Root.GetChancellorName] of the [Root.PrimaryTitle.GetFullName]. Now [From.GetSheHe] is petionioning me again about it.
EVTOPTC73244	I rule in the [Root.PrimaryTitle.GetFullName]!	[From.GetSheHeCap] is now my new [Root.GetChancellorName]
EVTDESC73245	My dear and trustworthy [This.GetBestName].\nI hereby grant you the title as [Root.GetChancellorName] of the [Root.PrimaryTitle.GetFullName].\n\n[From.GetBestName]	I rule in the [Root.PrimaryTitle.GetFullName]!
EVTOPTA73245	Its what I deserve..	My dear and trustworthy [This.GetBestName].\nI hereby grant you the title as [Root.GetChancellorName] of the [Root.PrimaryTitle.GetFullName].\n\n[From.GetBestName]
#		Its what I deserve..
EVTOPTB3220	Pride comes before a fall...	
EVTOPTA3237	I do not need [From.GetHerHis] advice anyway.	Pride comes before fall...
EVTDESC3140	I know I am not the best warrior in the realm, but I so wish I was. There are men who appear to be better than me, and I wish I was like them!	I do not need [From.GetHerHis] advice anyway.
EVTOPTA3140	Insult one of them.	I know I am not the best warrior in the realm, but I so wish I was. There are men who appear to be better than me, and I wish I was like them!
EVTOPTB3140	Befriend one of them.	Insult one of them.
EVTOPTC3140	Attempt to emulate them.	Befriend one of them.
EVTDESC3141	Those that talk to sweetly at court are great at diplomacy. I begrudge them their ability, and I covet it for myself.	Attempt to emulate them.
EVTOPTA3141	Insult one of them.	Those that talk to sweetly at court are great at diplomacy. I begrudge them their ability, and I covet it for myself.
EVTOPTB3141	Befriend one of them.	Insult one of them.
EVTOPTC3141	Attempt to emulate them.	Befriend one of them.
EVTDESC3142	I covet the stewardship ability of some of the people at court. I deserve to be better at managing my economy.	Attempt to emulate them.
EVTOPTA3142	Insult one of them.	I covet the stewardship ability of some of the people at court. I deserve to be better at managing my economy.
EVTOPTB3142	Befriend one of them.	Insult one of them.
EVTOPTC3142	Attempt to emulate them.	Befriend one of them.
EVTDESC3143	There are so many great manipulators in the court, and I almost admire their skills if it weren't for the fact that I wish I had what they have.	Attempt to emulate them.
EVTOPTA3143	Insult one of them.	There are so many great manipulators in the court, and I almost admire their skills if it weren't for the fact that I wish I had what they have.
EVTOPTB3143	Befriend one of them.	Insult one of them.
EVTOPTC3143	Attempt to emulate them.	Befriend one of them.
EVTDESC3144	There are people in the court that are so dedicated to learning. I wish I was more like them, and it vexes me that I am not.	Attempt to emulate them.
EVTOPTA3144	Insult one of them.	There are people in the court that are so dedicated to learning. I wish I was more like them, and it vexes me that I am not.
EVTOPTB3144	Befriend one of them.	Insult one of them.
EVTOPTC3144	Attempt to emulate them.	Befriend one of them.
EVTDESC3145	I am still childless, and there are women at court with children who are younger than me. I should be the one with a young and healthy son in my arms.	Attempt to emulate them.
EVTOPTA3145	Tell one of them how fat she is!	I am still childless, and there are women at court with children who are younger than me. I should be the one with a young and healthy son in my arms.
EVTOPTB3145	Befriend one of them	Tell one of them how fat she is!
EVTOPTC3145	Try to look more attractive to my man	Befriend one of them
EVTDESC3115	One of the priests seems to have noticed that I fell asleep during his sermons this Sunday. I simply can't understand why slothfulness is not considered to be a virtue..	Try to look more attractive to my man
EVTOPTA3115	I don't think [From.Religion.GetRandomGodName] minds...	One of the priests seems to have noticed that I fell asleep during his sermons this Sunday. I simply can't understand why slothfulness is not considered to be a virtue..
EVTTOOLTIP3116	[This.GetTitledFirstName] is upset	I don't think [From.Religion.GetRandomGodName] minds...
EVTDESC3116	I was greatly upset when the slothful [From.GetTitledFirstName] fell asleep during my sermon!	[This.GetTitledFirstName] is upset
EVTOPTA3116	[From.GetSheHeCap] will burn in everlasting hellfire...	I was greatly upset when the slothful [From.GetTitledFirstName] fell asleep during my sermon!
EVTTOOLTIP3117	will hear my scolding!	[From.GetSheHeCap] will burn in everlasting hellfire...
EVTDESC3117	It seems that [From.GetTitledFirstName] is upset about me falling asleep during [From.GetHerHis] sermon. Now [From.GetSheHe] is giving me a long lecture about dedication to the Church.	will hear my scolding!
EVTOPTA3117	Ignore [From.GetHerHim]....	It seems that [From.GetTitledFirstName] is upset about me falling asleep during [From.GetHerHis] sermon. Now [From.GetSheHe] is giving me a long lecture about dedication to the Church.
EVTOPTB3110	Make an effort	Ignore [From.GetHerHim]....
EVTOPTB3100	I don't even have time for church.	Make an effort
EVTDESC3280	There is just so many sinners at court. I am just too honest a person to keep quiet when I see someone with a vice.	I don't even have time for church.
EVTOPTA3280	Speak my mind!	There is just so many sinners at court. I am just too honest a person to keep quiet when I see someone with a vice.
EVTOPTB3280	Keep quiet!	Speak my mind!
EVTTOOLTIP3281	is utterly embarrassed.	Keep quiet!
EVTDESC3281	[From.GetBestName] has utterly embarrassed me in front of the entire court. [From.GetSheHeCap] is claiming that I am sinful and full of vice.	is utterly embarrassed.
EVTOPTA3281	I don't like [From.GetHerHim] anymore..	[From.GetBestName] has utterly embarrassed me in front of the entire court. [From.GetSheHeCap] is claiming that I am sinful and full of vice.
EVTDESC3282	I am torn between my honesty and my ability to intrigue. It is stressful to attempt to be both, and I simply do not know how I should behave at times.	I don't like [From.GetHerHim] anymore..
EVTOPTA3282	I should be more of a diplomat.	I am torn between my honesty and my ability to intrigue. It is stressful to attempt to be both, and I simply do not know how I should behave at times.
EVTOPTB3282	Honesty be damned!	I should be more of a diplomat.
EVTDESC3283	I know when someone is a good ruler, and my liege, [Root.Liege.GetTitledFirstName] is a [Root.Liege.GetManWoman] with virtues. [Root.Liege.GetSheHeCap] deserves praise and respect.	Honesty be damned!
EVTOPTA3283	Praise [Root.Liege.GetHerHim] publicly!	I know when someone is a good ruler, and my liege, [Root.Liege.GetTitledFirstName] is a [Root.Liege.GetManWoman] with virtues. [Root.Liege.GetSheHeCap] deserves praise and respect.
EVTTOOLTIP3284	will learn of our speech.	Praise [Root.Liege.GetHerHim] publicly!
EVTOPTB3283	Send a private letter to [Root.Liege.GetTitledFirstName].	will learn of our speech.
EVTTOOLTIP3285	will read our letter...	Send a private letter to [Root.Liege.GetTitledFirstName].
EVTDESC3284	My faithful vassal, [From.GetBestName] is rather honest, and have publicly spoken about my virtues. This has radicalized my vassals, where some agree and some do not.	will read our letter...
EVTOPTA3284	Oh well..	My faithful vassal, [From.GetBestName] is rather honest, and have publicly spoken about my virtues. This has radicalized my vassals, where some agree and some do not.
EVTDESC3285	My dear [This.GetTitle], I wanted to thank you for your virtuous rule. You are an inspiration to me.\n\n[From.GetTitledFirstName]	Oh well..
EVTOPTA3285	This was unexpected...	My dear [This.GetTitle], I wanted to thank you for your virtuous rule. You are an inspiration to me.\n\n[From.GetTitledFirstName]
EVTOPTB3485	It was YOU!	This was unexpected...
EVTDESC3495	There are so many people out to get me. Their eyes are staring at me constantly, and I am sure they are plotting against me in open sight.	There are vassals we have that deserve praise for their virtues. I can not keep quiet about it, and I need to give the proper respect, or I am not an honest person anymore.
EVTOPTA3495	Avoid open spaces, they are dangerous	Praise publicly
EVTOPTB3495	Accuse everyone publicly!	will hear our proclamation.
EVTOPTE40020	Execute [FromFrom.GetHerHim]!	Reward in private..
EVTDESC3240	True humility is about showing humility when it is against our desires. A humble [Root.GetManWoman] submits to proper authority, even if [Root.GetSheHe] dislikes his lawful liege.	will get our sack of gold.
EVTOPTA3240	Submit to [Root.Liege.GetTitledFirstName]!	My dear [This.GetTitle], you are a role model for my realm. Your virtues is exactly what I require from a [This.GetTitle].\n\n[From.GetTitledFirstName]
EVTOPTB3240	I will never bend my knee	Thank you!
EVTTOOLTIP3241	will hear of our submission	My dear [This.GetTitle], I wanted to thank you for your virtuous rule as my vassal. Maybe this sack of gold will help you feel rewarded.\n\n[From.GetTitledFirstName]
EVTDESC3241	My dear [This.GetTitle], I am your humble servant, and while I may not have always viewed you as favourably as I should, I sincerely regret my behavior.\n[From.GetTitledFirstName]	Thank you!
EVTOPTA3241	Good News!	It was YOU!
EVTDESC3242	True humility is about showing humility when it is against our desires. A humble [Root.GetManWoman] submits to God, even if [Root.GetSheHe] may dislike the Pope himself.	There are so many people out to get me. Their eyes are staring at me constantly, and I am sure they are plotting against me in open sight.
EVTOPTA3242	Submit to the Throne of St. Peter	Avoid open spaces, they are dangerous
EVTOPTB3242	Never!	Accuse everyone publicly!
EVTDESC3243	Recognising virtues and talents that other possess is truly a virtue. I am truly blessed by having a Marshal that is more formidable warrior than I could ever dream of being.	Execute [FromFrom.GetHerHim]!
EVTOPTA3243	Honor [Root.job_marshal.GetHerHim] for [Root.job_marshal.GetHerHis] skill!	True humility is about showing humility when it is against our desires. A humble [Root.GetManWoman] submits to proper authority, even if [Root.GetSheHe] dislikes his lawful liege.
EVTTOOLTIP3244	is honored for [This.GetHerHis] skill	Submit to [Root.Liege.GetTitledFirstName]!
#EVTOPTB3243	Thank God for my marshal [Root.job_marshal.GetTitledFirstName]	I will never bend my knee
EVTDESC3244	My dear [This.GetTitle]. I just wish to inform you of how much I appreciate your talent and recognize that it is beyond my own.\n[From.GetTitledFirstName]	will hear of our submission
EVTOPTA3244	Thank you	My dear [This.GetTitle], I am your humble servant, and while I may not have always viewed you as favourably as I should, I sincerely regret my behavior.\n[From.GetTitledFirstName]
EVTDESC3258	I am very ambitious, but I also know that I am not great at everything. Being humble means I can recognize the limit of my talent, and not reach for what is beyond my grasp.	Good News!
